customer_id,Final_Cluster
549,Tech enthusiasts
550,Promo Hunters
551,Promo Hunters
552,Karens
553,Pet lovers
554,Large families
555,Karens
556,Pet lovers
557,Tech enthusiasts
560,Large families
561,Karens
562,Vegetarians
563,High spenders
565,Promo Hunters
566,Demanding foodies
567,Demanding foodies
568,Vegetarians
569,Vegetarians
570,High spenders
571,Vegetarians
573,Demanding foodies
574,Vegetarians
575,Large families
577,Karens
578,High spenders
579,Promo Hunters
580,Karens
581,Demanding foodies
582,Large families
583,Vegetarians
584,Karens
585,High spenders
586,Karens
587,High spenders
588,Karens
589,Promo Hunters
590,High spenders
591,Vegetarians
592,Karens
594,Karens
597,High spenders
598,Promo Hunters
599,High spenders
600,Demanding foodies
601,Pet lovers
602,Pet lovers
603,High spenders
604,High spenders
606,Karens
607,High spenders
608,Vegetarians
609,Promo Hunters
610,High spenders
611,Vegetarians
612,High spenders
613,Promo Hunters
614,College students
616,Tech enthusiasts
617,Promo Hunters
618,Large families
619,Vegetarians
620,High spenders
621,Vegetarians
622,Vegetarians
623,Tech enthusiasts
624,Promo Hunters
625,Demanding foodies
626,College students
627,Karens
628,Karens
629,Large families
630,Demanding foodies
632,Demanding foodies
633,Demanding foodies
634,High spenders
635,Demanding foodies
636,Vegetarians
638,Vegetarians
639,Promo Hunters
641,Pet lovers
642,High spenders
643,Promo Hunters
644,High spenders
645,Promo Hunters
646,Karens
647,Promo Hunters
648,Karens
649,Large families
650,Large families
651,High spenders
652,High spenders
653,Large families
654,Demanding foodies
656,Vegetarians
657,Vegetarians
658,Karens
661,Large families
662,Vegetarians
663,Demanding foodies
664,High spenders
665,Promo Hunters
666,Pet lovers
667,College students
668,Pet lovers
669,Large families
670,Large families
671,Vegetarians
673,Promo Hunters
674,Large families
675,High spenders
676,Karens
677,Pet lovers
679,High spenders
680,Large families
682,High spenders
684,Karens
685,Karens
687,Karens
688,College students
689,High spenders
690,Karens
691,College students
692,Karens
693,College students
694,Demanding foodies
697,Pet lovers
698,Large families
699,Pet lovers
701,Large families
702,Karens
704,Demanding foodies
705,Tech enthusiasts
706,Pet lovers
709,Karens
710,Pet lovers
711,High spenders
712,High spenders
713,Vegetarians
714,Tech enthusiasts
715,Vegetarians
716,Large families
717,Vegetarians
719,Pet lovers
720,Vegetarians
721,High spenders
722,High spenders
723,Tech enthusiasts
725,Vegetarians
726,Large families
730,Large families
731,Vegetarians
732,Demanding foodies
734,Karens
735,Karens
736,Large families
737,Karens
738,College students
739,High spenders
740,College students
741,High spenders
742,College students
743,Vegetarians
744,Vegetarians
745,Tech enthusiasts
746,Promo Hunters
747,Vegetarians
749,Large families
751,Large families
752,Demanding foodies
753,Large families
754,Large families
755,Vegetarians
756,Tech enthusiasts
758,Vegetarians
760,Promo Hunters
761,Large families
762,High spenders
763,High spenders
765,Large families
767,Pet lovers
768,Pet lovers
770,College students
771,Karens
772,Karens
773,Tech enthusiasts
774,Demanding foodies
775,Vegetarians
776,Karens
777,High spenders
778,Vegetarians
779,Promo Hunters
780,Large families
781,Demanding foodies
782,Vegetarians
784,Vegetarians
785,High spenders
786,Demanding foodies
787,Demanding foodies
788,High spenders
789,Demanding foodies
790,Demanding foodies
791,High spenders
792,Large families
794,Large families
795,Promo Hunters
797,Promo Hunters
798,Karens
799,Vegetarians
801,Vegetarians
803,Vegetarians
804,Karens
805,Demanding foodies
806,Pet lovers
808,Large families
809,Vegetarians
810,Large families
812,Vegetarians
814,High spenders
815,Vegetarians
816,Vegetarians
817,Demanding foodies
818,Tech enthusiasts
819,Large families
820,Large families
821,College students
822,Pet lovers
824,High spenders
826,Karens
827,Karens
828,Vegetarians
829,Karens
830,Karens
831,Karens
832,High spenders
833,Promo Hunters
834,College students
835,Large families
836,Karens
837,Pet lovers
838,Large families
839,High spenders
840,Vegetarians
841,High spenders
842,Promo Hunters
843,Vegetarians
844,Vegetarians
846,Karens
847,College students
848,Promo Hunters
850,Large families
851,Vegetarians
852,Large families
853,Tech enthusiasts
854,Demanding foodies
855,Large families
856,Karens
857,Vegetarians
860,Karens
861,Karens
862,Tech enthusiasts
864,Tech enthusiasts
866,Pet lovers
867,High spenders
868,College students
869,Vegetarians
870,Vegetarians
872,High spenders
874,Vegetarians
875,Large families
876,Vegetarians
877,Large families
878,High spenders
879,Demanding foodies
880,Large families
881,Large families
882,Vegetarians
883,Pet lovers
884,Pet lovers
885,High spenders
886,Vegetarians
887,Vegetarians
888,Karens
889,Large families
892,Large families
893,Pet lovers
894,High spenders
896,Promo Hunters
897,Large families
898,Karens
899,High spenders
900,Pet lovers
901,Tech enthusiasts
902,Vegetarians
903,High spenders
904,High spenders
905,Demanding foodies
906,Vegetarians
907,Karens
908,Promo Hunters
909,Demanding foodies
910,High spenders
911,Promo Hunters
912,Large families
913,Vegetarians
914,Large families
915,High spenders
916,College students
918,Large families
919,Karens
920,Karens
921,Demanding foodies
922,Vegetarians
923,Tech enthusiasts
924,Large families
926,Large families
927,Promo Hunters
928,Large families
929,Karens
930,Tech enthusiasts
931,Karens
933,High spenders
934,Demanding foodies
935,Pet lovers
936,Tech enthusiasts
937,Vegetarians
938,Demanding foodies
939,College students
940,Vegetarians
941,Vegetarians
943,Karens
944,Large families
946,Vegetarians
947,Promo Hunters
948,High spenders
949,Promo Hunters
950,Pet lovers
951,Pet lovers
952,Demanding foodies
953,Vegetarians
954,Demanding foodies
955,High spenders
956,Promo Hunters
957,College students
960,Promo Hunters
961,Karens
963,Large families
964,Karens
965,Tech enthusiasts
966,Pet lovers
967,College students
968,Large families
969,Promo Hunters
970,Promo Hunters
971,High spenders
972,Pet lovers
973,Demanding foodies
974,Vegetarians
975,Vegetarians
976,Pet lovers
977,Demanding foodies
978,Demanding foodies
980,Karens
981,Pet lovers
982,Large families
983,Vegetarians
987,Demanding foodies
989,Karens
990,Large families
991,Karens
992,High spenders
993,Karens
994,High spenders
995,Karens
996,High spenders
997,Karens
998,Vegetarians
999,Large families
1000,Vegetarians
1001,Vegetarians
1002,Promo Hunters
1003,Vegetarians
1004,Large families
1005,Vegetarians
1006,Large families
1007,Pet lovers
1008,Vegetarians
1009,Demanding foodies
1010,Large families
1011,Pet lovers
1012,Pet lovers
1013,Tech enthusiasts
1014,College students
1015,High spenders
1016,Karens
1017,College students
1018,Promo Hunters
1019,Demanding foodies
1020,Demanding foodies
1021,Demanding foodies
1022,Large families
1023,Large families
1024,Vegetarians
1025,High spenders
1026,Large families
1027,Large families
1028,Karens
1029,High spenders
1030,Karens
1031,Demanding foodies
1032,Large families
1034,Tech enthusiasts
1035,Karens
1036,Vegetarians
1037,Large families
1039,Large families
1040,Demanding foodies
1041,Large families
1043,Demanding foodies
1045,Promo Hunters
1046,Promo Hunters
1047,Promo Hunters
1048,Demanding foodies
1049,Demanding foodies
1050,High spenders
1051,Large families
1052,Pet lovers
1053,Vegetarians
1054,Promo Hunters
1055,Promo Hunters
1057,Large families
1058,Tech enthusiasts
1059,Karens
1060,Karens
1062,High spenders
1063,Tech enthusiasts
1064,Large families
1065,Pet lovers
1066,Pet lovers
1068,Pet lovers
1069,High spenders
1070,High spenders
1071,Karens
1072,High spenders
1073,Tech enthusiasts
1074,Vegetarians
1075,Karens
1076,Vegetarians
1077,Karens
1078,Demanding foodies
1080,Tech enthusiasts
1081,Large families
1082,Large families
1083,Large families
1084,Large families
1085,Large families
1086,Karens
1088,Promo Hunters
1089,Pet lovers
1090,Large families
1091,Pet lovers
1092,Large families
1093,College students
1094,Karens
1095,High spenders
1097,Karens
1098,Karens
1099,Demanding foodies
1100,Large families
1101,Demanding foodies
1102,Vegetarians
1103,Promo Hunters
1104,Vegetarians
1105,Large families
1107,Vegetarians
1108,Demanding foodies
1109,Promo Hunters
1110,High spenders
1111,Tech enthusiasts
1112,High spenders
1115,Large families
1116,High spenders
1118,Vegetarians
1119,Demanding foodies
1120,Large families
1121,Large families
1122,Karens
1124,Vegetarians
1125,Vegetarians
1126,Promo Hunters
1127,Large families
1129,Large families
1130,Promo Hunters
1131,Pet lovers
1132,High spenders
1133,Vegetarians
1134,Demanding foodies
1135,High spenders
1136,Vegetarians
1137,Karens
1139,Karens
1140,Vegetarians
1141,Karens
1142,Vegetarians
1143,Pet lovers
1145,Demanding foodies
1146,Karens
1148,Demanding foodies
1150,Vegetarians
1151,Karens
1152,High spenders
1153,Tech enthusiasts
1154,Large families
1155,Pet lovers
1157,Karens
1158,Pet lovers
1160,Large families
1163,Vegetarians
1164,Karens
1165,Karens
1166,High spenders
1167,Large families
1168,Promo Hunters
1169,Large families
1170,Vegetarians
1171,Demanding foodies
1173,Promo Hunters
1174,Large families
1175,Large families
1176,Karens
1177,Demanding foodies
1178,Demanding foodies
1179,Karens
1180,Large families
1181,Large families
1182,Vegetarians
1183,High spenders
1184,Vegetarians
1185,Vegetarians
1186,Large families
1187,Promo Hunters
1188,Large families
1189,Karens
1190,Pet lovers
1191,High spenders
1193,Vegetarians
1194,Karens
1195,Tech enthusiasts
1196,Large families
1197,High spenders
1198,Large families
1201,Vegetarians
1202,High spenders
1204,Karens
1205,High spenders
1206,High spenders
1207,Demanding foodies
1208,Promo Hunters
1209,Large families
1210,Vegetarians
1211,Pet lovers
1212,Large families
1214,Demanding foodies
1215,Large families
1216,Demanding foodies
1217,Large families
1218,Pet lovers
1219,Vegetarians
1220,Large families
1223,Large families
1224,Karens
1225,Large families
1226,Large families
1227,Promo Hunters
1228,Promo Hunters
1231,High spenders
1233,Tech enthusiasts
1234,Pet lovers
1235,High spenders
1236,Vegetarians
1237,Large families
1238,College students
1239,Vegetarians
1240,Large families
1241,Promo Hunters
1242,Pet lovers
1243,High spenders
1244,Karens
1245,Demanding foodies
1246,Karens
1247,High spenders
1248,Vegetarians
1249,Tech enthusiasts
1250,High spenders
1251,Promo Hunters
1252,Karens
1255,High spenders
1256,Demanding foodies
1257,Vegetarians
1258,Large families
1259,Large families
1260,High spenders
1262,College students
1263,Large families
1264,Pet lovers
1265,Pet lovers
1266,Promo Hunters
1268,High spenders
1270,Vegetarians
1271,Large families
1273,Large families
1276,High spenders
1277,Promo Hunters
1278,Karens
1279,Vegetarians
1280,Karens
1281,Large families
1284,Demanding foodies
1285,Vegetarians
1286,High spenders
1288,High spenders
1289,Vegetarians
1290,Promo Hunters
1291,Karens
1292,Promo Hunters
1293,Vegetarians
1294,Tech enthusiasts
1295,Large families
1296,Vegetarians
1297,Promo Hunters
1298,Demanding foodies
1299,High spenders
1300,High spenders
1301,High spenders
1302,Vegetarians
1303,Large families
1304,High spenders
1305,Vegetarians
1306,High spenders
1307,Vegetarians
1308,Large families
1309,High spenders
1310,College students
1311,High spenders
1312,Promo Hunters
1313,Pet lovers
1314,College students
1315,High spenders
1316,Vegetarians
1317,Pet lovers
1318,Karens
1319,Demanding foodies
1320,Large families
1321,Large families
1322,High spenders
1323,Vegetarians
1324,Large families
1325,College students
1326,High spenders
1327,Tech enthusiasts
1328,Pet lovers
1329,Promo Hunters
1330,Promo Hunters
1331,Large families
1332,College students
1333,Vegetarians
1334,Demanding foodies
1335,College students
1336,Demanding foodies
1337,Karens
1338,Karens
1339,Promo Hunters
1340,Demanding foodies
1341,Tech enthusiasts
1343,Promo Hunters
1344,Vegetarians
1345,Demanding foodies
1346,High spenders
1347,Demanding foodies
1349,Karens
1350,Large families
1351,Large families
1352,High spenders
1353,Large families
1354,High spenders
1355,Vegetarians
1356,Promo Hunters
1357,Large families
1358,Vegetarians
1359,High spenders
1360,Tech enthusiasts
1361,Promo Hunters
1362,Karens
1363,Pet lovers
1364,Karens
1365,High spenders
1368,Karens
1369,Large families
1370,Tech enthusiasts
1371,Karens
1372,Karens
1374,Demanding foodies
1377,College students
1378,Demanding foodies
1379,Promo Hunters
1380,Pet lovers
1381,Karens
1382,Vegetarians
1383,Demanding foodies
1384,Pet lovers
1385,Karens
1386,Demanding foodies
1387,College students
1388,Karens
1390,Large families
1391,Vegetarians
1392,Vegetarians
1393,Demanding foodies
1394,Karens
1395,Promo Hunters
1398,Demanding foodies
1399,Vegetarians
1400,Demanding foodies
1401,Promo Hunters
1402,Demanding foodies
1403,Promo Hunters
1404,Large families
1405,High spenders
1406,Vegetarians
1407,Demanding foodies
1408,Promo Hunters
1409,Karens
1410,Karens
1411,Large families
1412,Pet lovers
1413,Pet lovers
1414,Demanding foodies
1415,Large families
1416,Large families
1417,Large families
1419,Vegetarians
1420,Large families
1422,Karens
1423,High spenders
1426,Large families
1427,Karens
1428,Vegetarians
1429,Karens
1430,High spenders
1431,Vegetarians
1432,Promo Hunters
1433,Vegetarians
1438,Vegetarians
1439,Tech enthusiasts
1440,Large families
1441,Promo Hunters
1442,Promo Hunters
1443,Karens
1444,Tech enthusiasts
1445,Pet lovers
1447,Pet lovers
1448,Vegetarians
1449,Karens
1451,Demanding foodies
1452,Vegetarians
1453,Karens
1455,College students
1457,High spenders
1458,Tech enthusiasts
1459,High spenders
1460,Demanding foodies
1462,Promo Hunters
1463,Karens
1465,Karens
1466,Large families
1468,Large families
1469,Large families
1470,High spenders
1471,Vegetarians
1472,Pet lovers
1473,Karens
1474,Vegetarians
1475,Tech enthusiasts
1476,Karens
1477,High spenders
1478,Karens
1479,Promo Hunters
1480,High spenders
1481,Pet lovers
1482,High spenders
1484,College students
1485,Karens
1486,Promo Hunters
1487,Karens
1489,Pet lovers
1491,Large families
1492,Demanding foodies
1493,Karens
1494,Demanding foodies
1497,Tech enthusiasts
1498,Karens
1499,Large families
1500,Promo Hunters
1501,Karens
1502,High spenders
1503,High spenders
1504,Promo Hunters
1507,Vegetarians
1508,Karens
1509,Pet lovers
1510,Demanding foodies
1511,Vegetarians
1513,Vegetarians
1514,Pet lovers
1516,Karens
1517,Karens
1518,Pet lovers
1519,Vegetarians
1520,Vegetarians
1521,Large families
1522,Pet lovers
1523,Demanding foodies
1524,High spenders
1525,Promo Hunters
1526,Vegetarians
1528,Large families
1529,College students
1530,Pet lovers
1531,Large families
1532,Large families
1533,High spenders
1534,Vegetarians
1536,High spenders
1537,Pet lovers
1538,Karens
1539,Demanding foodies
1540,Large families
1542,Vegetarians
1543,Karens
1544,Karens
1545,Large families
1546,Promo Hunters
1547,Large families
1549,Pet lovers
1550,Vegetarians
1551,Karens
1552,Promo Hunters
1554,High spenders
1556,Large families
1557,High spenders
1558,Large families
1559,Large families
1560,Karens
1561,Karens
1564,Vegetarians
1565,Promo Hunters
1567,Large families
1568,High spenders
1569,Pet lovers
1571,High spenders
1572,Karens
1573,Pet lovers
1575,Demanding foodies
1576,Karens
1577,High spenders
1578,Large families
1579,Demanding foodies
1580,Demanding foodies
1583,High spenders
1584,Vegetarians
1585,Large families
1586,Karens
1587,Demanding foodies
1588,Vegetarians
1589,Pet lovers
1590,High spenders
1591,Karens
1592,Large families
1593,Vegetarians
1594,High spenders
1595,High spenders
1596,Large families
1597,Large families
1598,Large families
1600,Karens
1601,High spenders
1603,Vegetarians
1604,High spenders
1606,High spenders
1607,High spenders
1608,Large families
1609,Demanding foodies
1610,Karens
1611,Vegetarians
1612,Vegetarians
1613,High spenders
1614,High spenders
1615,Vegetarians
1616,Karens
1617,Demanding foodies
1618,Promo Hunters
1619,Karens
1620,Vegetarians
1621,Demanding foodies
1622,Tech enthusiasts
1623,Demanding foodies
1624,Large families
1625,Tech enthusiasts
1626,Promo Hunters
1627,Demanding foodies
1628,Pet lovers
1629,Large families
1630,Promo Hunters
1631,Tech enthusiasts
1632,Pet lovers
1633,Demanding foodies
1634,Vegetarians
1635,Large families
1636,Karens
1637,High spenders
1638,Karens
1639,Pet lovers
1640,High spenders
1642,High spenders
1643,Promo Hunters
1644,Large families
1645,High spenders
1648,Karens
1649,Pet lovers
1651,Vegetarians
1652,Vegetarians
1653,High spenders
1654,Promo Hunters
1656,Pet lovers
1657,Tech enthusiasts
1658,Large families
1659,Pet lovers
1660,Vegetarians
1661,Demanding foodies
1662,Large families
1663,Demanding foodies
1664,Demanding foodies
1665,Demanding foodies
1666,Pet lovers
1668,High spenders
1669,Large families
1670,High spenders
1671,Demanding foodies
1672,Karens
1674,Promo Hunters
1675,Pet lovers
1676,Karens
1677,High spenders
1678,Karens
1680,High spenders
1682,Karens
1683,Vegetarians
1684,Vegetarians
1685,Vegetarians
1686,College students
1687,High spenders
1689,Karens
1690,Tech enthusiasts
1691,Karens
1692,Vegetarians
1694,High spenders
1696,High spenders
1697,Large families
1698,Large families
1699,Large families
1701,Tech enthusiasts
1703,Large families
1704,High spenders
1705,Vegetarians
1706,Tech enthusiasts
1707,Large families
1708,Large families
1709,College students
1710,Vegetarians
1712,Demanding foodies
1713,Karens
1714,Karens
1715,Pet lovers
1716,Demanding foodies
1717,Vegetarians
1719,Large families
1722,Karens
1723,Vegetarians
1724,Large families
1725,Large families
1726,Vegetarians
1727,Large families
1728,Tech enthusiasts
1729,Karens
1730,Vegetarians
1731,Large families
1733,Promo Hunters
1734,Promo Hunters
1735,High spenders
1736,Demanding foodies
1737,Demanding foodies
1738,Large families
1739,Tech enthusiasts
1740,Promo Hunters
1741,Karens
1742,Pet lovers
1743,Vegetarians
1744,Karens
1745,College students
1746,High spenders
1747,Large families
1748,Karens
1749,Karens
1750,Large families
1751,Vegetarians
1752,High spenders
1753,Vegetarians
1754,High spenders
1756,Promo Hunters
1757,Promo Hunters
1758,College students
1759,Vegetarians
1760,College students
1761,Pet lovers
1762,Vegetarians
1763,Promo Hunters
1764,Pet lovers
1765,Karens
1766,Vegetarians
1768,Vegetarians
1769,Vegetarians
1770,Pet lovers
1771,Large families
1773,Promo Hunters
1774,Vegetarians
1775,Vegetarians
1776,Vegetarians
1777,Vegetarians
1778,Vegetarians
1779,Promo Hunters
1780,Promo Hunters
1781,Pet lovers
1782,Promo Hunters
1783,Large families
1784,Demanding foodies
1785,Demanding foodies
1786,Karens
1787,College students
1788,High spenders
1790,Demanding foodies
1791,Pet lovers
1793,Karens
1794,Vegetarians
1795,Promo Hunters
1796,High spenders
1797,Tech enthusiasts
1798,Karens
1799,Promo Hunters
1800,Vegetarians
1801,Vegetarians
1802,Demanding foodies
1803,Karens
1804,Promo Hunters
1805,Karens
1806,Promo Hunters
1807,Pet lovers
1808,Tech enthusiasts
1809,Tech enthusiasts
1810,Pet lovers
1811,Vegetarians
1812,Pet lovers
1814,Vegetarians
1816,High spenders
1818,Vegetarians
1819,Vegetarians
1820,Pet lovers
1821,High spenders
1822,Karens
1825,Large families
1826,Vegetarians
1827,Promo Hunters
1828,Karens
1829,Karens
1831,High spenders
1832,Demanding foodies
1833,Pet lovers
1835,Demanding foodies
1836,Vegetarians
1837,Pet lovers
1839,Promo Hunters
1840,High spenders
1841,Karens
1842,Pet lovers
1843,Promo Hunters
1844,Tech enthusiasts
1845,Vegetarians
1846,Large families
1847,High spenders
1848,Vegetarians
1849,Vegetarians
1851,Vegetarians
1852,Large families
1855,Demanding foodies
1856,Promo Hunters
1857,Large families
1860,Karens
1861,Demanding foodies
1862,Karens
1863,Karens
1864,Promo Hunters
1865,Promo Hunters
1866,College students
1867,High spenders
1869,High spenders
1872,Promo Hunters
1873,Pet lovers
1874,High spenders
1875,High spenders
1876,Karens
1877,Large families
1879,Vegetarians
1881,College students
1883,Large families
1884,High spenders
1885,Large families
1886,Karens
1887,Karens
1888,Large families
1890,Demanding foodies
1891,Demanding foodies
1892,Demanding foodies
1893,Large families
1895,Large families
1896,Karens
1897,Promo Hunters
1898,Vegetarians
1899,Large families
1900,Pet lovers
1903,Vegetarians
1904,Large families
1906,Promo Hunters
1907,Karens
1908,Pet lovers
1909,Large families
1910,Vegetarians
1911,Vegetarians
1912,Pet lovers
1913,High spenders
1915,Pet lovers
1917,Karens
1919,Vegetarians
1920,Vegetarians
1921,Karens
1923,Pet lovers
1924,High spenders
1925,Demanding foodies
1926,Vegetarians
1927,Large families
1929,Demanding foodies
1930,Karens
1931,Karens
1932,Vegetarians
1933,Tech enthusiasts
1934,Pet lovers
1935,Vegetarians
1936,Pet lovers
1937,Large families
1938,Large families
1939,Large families
1940,College students
1941,Demanding foodies
1942,High spenders
1943,Demanding foodies
1944,Demanding foodies
1945,Demanding foodies
1946,Vegetarians
1947,Tech enthusiasts
1948,Karens
1949,High spenders
1950,Large families
1951,High spenders
1952,Pet lovers
1954,Demanding foodies
1955,Tech enthusiasts
1956,Pet lovers
